date,pm25
2023-04-19, 62
2023-04-20, 78
2023-04-21, 92
2023-04-22, 96
2023-04-23, 61
2023-04-24, 58
2023-04-25, 80
2023-04-26, 78
2023-04-27, 72
2023-04-28, 63
2023-04-29, 50
2023-04-30, 56
2023-05-01, 56
2023-05-02, 72
2023-05-03, 57
2023-05-04, 58
2023-05-05, 64
2023-05-06, 78
2023-05-07, 68
2023-05-08, 61
2023-05-09, 65
2023-05-10, 96
2023-05-11, 78
2023-05-12, 84
2023-05-13, 70
2023-05-14, 64
2023-05-15, 62
2023-05-16, 100
2023-05-17, 80
2023-05-18, 65
2023-05-19, 72
2023-05-20, 78
2023-05-21, 57
2023-05-22, 43
2023-05-23, 49
2023-05-24, 50
2023-05-25, 48
2023-05-26, 64
2023-05-27, 62
2023-05-28, 49
2023-05-29, 65
2023-05-30, 73
2023-05-31, 77
2023-06-01, 71
2023-06-02, 78
2023-06-03, 73
2023-06-04, 72
2023-06-05, 49
2023-06-06, 53
2023-06-07, 50
2023-06-08, 64
2023-06-09, 79
2023-06-10, 55
2023-06-11, 136
2023-06-12, 111
2023-06-13, 79
2023-06-14, 109
2023-06-15, 109
2023-06-16, 98
2023-06-17, 93
2023-06-18, 93
2023-06-19, 92
2023-06-20, 117
2023-06-21, 92
2023-06-22, 54
2023-06-23, 42
2023-06-24, 50
2023-06-25, 50
2023-06-26, 93
2023-06-27, 80
2023-06-28, 55
2023-06-29, 45
2023-06-30, 62
2023-07-01, 76
2023-07-02, 122
2023-07-03, 125
2023-07-04, 58
2023-07-05, 67
2023-07-06, 85
2023-07-07, 38
2023-07-08, 57
2023-07-09, 60
2023-07-10, 77
2023-07-11, 85
2023-07-12, 97
2023-07-13, 97
2023-07-14, 99
2023-07-15, 66
2023-07-16, 92
2023-07-17, 71
2023-07-18, 86
2023-07-19, 62
2023-07-20, 62
2023-07-21, 72
2023-07-22, 83
2023-07-23, 94
2023-07-24, 82
2023-07-25, 71
2023-07-26, 87
2023-07-27, 88
2023-07-28, 67
2023-07-29, 77
2023-07-30, 81
2023-07-31, 68
2023-08-01, 61
2023-08-02, 47
2023-08-03, 49
2023-08-04, 57
2023-08-05, 52
2023-08-06, 72
2023-08-07, 46
2023-08-08, 49
2023-08-09, 64
2023-08-10, 56
2023-08-11, 49
2023-08-12, 38
2023-08-13, 49
2023-08-14, 42
2023-08-15, 48
2023-08-16, 67
2023-08-17, 75
2023-08-18, 78
2023-08-19, 51
2023-08-20, 45
2023-08-21, 54
2023-08-22, 77
2023-08-23, 67
2023-08-24, 68
2023-08-25, 54
2023-08-26, 58
2023-08-27, 53
2023-08-28, 67
2023-08-29, 60
2023-08-30, 58
2023-08-31, 42
2023-09-01, 42
2023-09-02, 48
2023-09-03, 62
2023-09-04, 41
2023-09-05, 40
2023-09-06, 62
2023-09-07, 96
2023-09-08, 81
2023-09-09, 68
2023-09-10, 89
2023-09-11, 130
2023-09-12, 113
2023-09-13, 45
2023-09-14, 57
2023-09-15, 57
2023-09-16, 58
2023-09-17, 68
2023-09-18, 68
2023-09-19, 69
2023-09-20, 56
2023-09-21, 49
2023-09-22, 31
2023-09-23, 62
2023-09-24, 84
2023-09-25, 83
2023-09-26, 93
2023-09-27, 90
2023-09-28, 82
2023-09-29, 61
2023-09-30, 67
2023-10-01, 72
2023-10-02, 85
2023-10-03, 91
2023-10-04, 64
2023-10-05, 79
2023-10-06, 71
2023-10-07, 106
2023-10-08, 121
2023-10-09, 95
2023-10-10, 94
2023-10-11, 91
2023-10-12, 115
2023-10-13, 34
2023-10-14, 59
2023-10-15, 116
2023-10-16, 128
2023-10-17, 158
2023-10-18, 147
2023-10-19, 130
2023-10-20, 115
2023-10-21, 91
2023-10-22, 95
2023-10-23, 80
2023-10-24, 90
2023-10-25, 78
2023-10-26, 84
2023-10-27, 77
2023-10-28, 76
2023-10-29, 77
2023-10-30, 99
2023-10-31, 73
2023-11-01, 90
2023-11-02, 90
2023-11-03, 132
2023-11-04, 138
2023-11-05, 107
2023-11-06, 138
2023-11-07, 159
2023-11-08, 118
2023-11-09, 54
2023-11-10, 94
2023-11-11, 103
2023-11-12, 92
2023-11-13, 106
2023-11-14, 105
2023-11-15, 111
2023-11-28, 196
2023-11-29, 244
2023-11-30, 72
2023-12-01, 162
2023-12-02, 204
2023-12-03, 198
2023-12-04, 174
2023-12-05, 209
2023-12-09, 102
2023-12-10, 155
2023-12-11, 143
2023-12-12, 110
2023-12-13, 182
2023-12-14, 242
2023-12-15, 163
2023-12-19, 120
2023-12-20, 149
2023-12-21, 240
2023-12-22, 292
2023-12-23, 199
2023-12-24, 134
2023-12-25, 144
2023-12-26, 154
2023-12-27, 194
2023-12-28, 105
2023-12-29, 172
2023-12-30, 179
2023-12-31, 156
2024-01-01, 129
2024-01-02, 186
2024-01-03, 254
2024-01-04, 142
2024-01-05, 152
2024-01-06, 149
2024-01-07, 143
2024-01-08, 130
2024-01-09, 135
2024-01-10, 111
2024-01-11, 129
2024-01-12, 93
2024-01-13, 77
2024-01-14, 107
2024-01-15, 83
2024-01-16, 167
2024-01-17, 179
2024-01-18, 157
2024-01-19, 142
2024-01-20, 163
2024-01-21, 174
2024-01-22, 147
2024-01-23, 148
2024-01-24, 144
2024-01-25, 139
2024-01-26, 113
2024-01-27, 174
2024-01-28, 104
2024-01-29, 72
2024-01-30, 57
2024-01-31, 63
2024-02-01, 57
2024-02-02, 89
2024-02-03, 75
2024-02-04, 91
2024-02-05, 107
2024-02-06, 61
2024-02-07, 72
2024-02-08, 78
2024-02-09, 64
2024-02-10, 73
2024-02-11, 113
2024-02-12, 130
2024-02-13, 150
2024-02-14, 59
2024-02-15, 88
2024-02-16, 84
2024-02-17, 112
2024-02-18, 157
2024-02-19, 97
2024-02-20, 105
2024-02-21, 167
2024-02-22, 166
2024-02-23, 123
2024-02-24, 106
2024-02-25, 150
2024-02-26, 139
2024-02-27, 119
2024-02-28, 143
2024-02-29, 164
2024-03-01, 120
2024-03-02, 77
2024-03-03, 66
2024-03-04, 112
2024-03-05, 138
2024-03-06, 112
2024-03-07, 110
2024-03-08, 82
2024-03-09, 76
2024-03-10, 58
2024-03-11, 57
2024-03-12, 52
2024-03-13, 50
2024-03-14, 68
2024-03-15, 177
2024-03-16, 100
2024-03-17, 58
2024-03-18, 71
2024-03-19, 45
2024-03-20, 43
2024-03-21, 77
2024-03-22, 27
2024-03-23, 55
2024-03-24, 34
2024-03-25, 21
2024-03-26, 29
2024-03-27, 22
2024-03-28, 34
2024-03-29, 95
2024-03-30, 57
2024-03-31, 93
2024-04-01, 59
2024-04-02, 99
2024-04-03, 105
2024-04-04, 86
2024-04-05, 92
2024-04-06, 37
2024-04-07, 50
2024-04-08, 40
2024-04-09, 49
2024-04-10, 79
2024-04-11, 96
2024-04-12, 98
2024-04-13, 78
2024-04-14, 65
2024-04-15, 77
2024-04-16, 50
2024-04-17, 49
2024-04-18, 66
2024-04-19, 63
2024-04-20, 61
2024-04-21, 69
2024-04-22, 75
2024-04-23, 61
2024-04-24, 53
2024-04-25, 44
2024-04-26, 37
2024-04-27, 39
2024-04-28, 32
2024-04-29, 68
2024-04-30, 60
2024-05-01, 76
2024-05-02, 54
2024-05-03, 54
2024-05-04, 39
2024-05-05, 50
2024-05-06, 66
2024-05-07, 47
2024-05-08, 56
2024-05-09, 43
2024-05-10, 48
2024-05-11, 41
2024-05-12, 49
2024-05-13, 77
2024-05-14, 43
2024-05-15, 59
2024-05-16, 33
2024-05-17, 83
2024-05-18, 58
2024-05-19, 31
2024-05-20, 50
2024-05-21, 46
2024-05-22, 33
2024-05-23, 79
2024-05-24, 77
2024-05-25, 35
2024-05-26, 16
2024-05-27, 50
2024-05-28, 23
2024-05-29, 35
2024-05-30, 29
2024-05-31, 44
2024-06-01, 45
2024-06-02, 32
2024-06-03, 39
2024-06-05,30
2024-06-06,25
2024-06-07,46
2024-06-08,59
2024-06-09,25
2024-06-10,30
2024-06-11,50
2024-06-12,70
2024-06-13,63
2024-06-14,68
2024-06-15,61
2024-06-16,59
2024-06-17,57
2024-06-18,30
2024-06-19,46
2024-06-20,65
2024-06-21,46
2024-06-22,25
2024-06-23,59
2024-06-24,46
2024-06-25,50
2024-06-26,74
2024-06-27,80
2024-06-28,97
2024-06-29,95
2024-06-30,42
2024-07-01,17
2024-07-02,21
2024-07-03,9
2024-07-04,17
2024-07-05,38
2024-07-06,65
2024-07-07,21
